Year,Quarter,Predator,Prey,Predator.length.mean,Predator.weight,Predator.weight.1,Prey.length.mean,Prey.weight,N.samples,InputRelativeStomContent,UsedStomContent,EstimatedStomContent
1981,Q1,Cod,Nor. pout,576,1.57771,1.57771,116,0.00979,89,0.0475001,0,0
1981,Q1,Cod,Nor. pout,576,1.57771,1.57771,167,0.02959,89,0.034716,0,0
1981,Q1,Cod,Sprat,576,1.57771,1.57771,53,0.0017,89,0.00105243,0.0342315,0.0344624
1981,Q1,Cod,Sprat,576,1.57771,1.57771,85,0.00418,89,0.0025649,0,0
1981,Q1,Cod,Sprat,576,1.57771,1.57771,123,0.01087,89,0.0306142,0,0
1981,Q1,Cod,Other,822,4.35817,4.35817,-1,-1,94,0.254895,0.254895,0.297334
1981,Q1,Cod,Cod,822,4.35817,4.35817,130,0.01429,94,0.00045928,0.0876458,0.116612
1981,Q1,Cod,Cod,822,4.35817,4.35817,167,0.03998,94,0.00544469,0,0
1981,Q1,Cod,Cod,822,4.35817,4.35817,217,0.08297,94,0.0193223,0,0
1981,Q1,Cod,Cod,822,4.35817,4.35817,267,0.14616,94,0.0354889,0,0
1981,Q1,Cod,Cod,822,4.35817,4.35817,367,0.23214,94,0.0269307,0,0
1981,Q1,Cod,Whiting,822,4.35817,4.35817,126,0.01357,94,0.0149973,0.283374,0.169631
1981,Q1,Cod,Whiting,822,4.35817,4.35817,167,0.03845,94,0.0242946,0,0
1981,Q1,Cod,Whiting,822,4.35817,4.35817,217,0.0805,94,0.141931,0,0
1981,Q1,Cod,Whiting,822,4.35817,4.35817,267,0.14282,94,0.0848039,0,0
1981,Q1,Cod,Whiting,822,4.35817,4.35817,317,0.22814,94,0.0173466,0,0
1981,Q1,Cod,Haddock,822,4.35817,4.35817,128,0.01144,94,0.021186,0.277133,0.195346
1981,Q1,Cod,Haddock,822,4.35817,4.35817,167,0.03336,94,0.0321252,0,0
1981,Q1,Cod,Haddock,822,4.35817,4.35817,217,0.07129,94,0.155667,0,0
1981,Q1,Cod,Haddock,822,4.35817,4.35817,267,0.12848,94,0.0681542,0,0
1981,Q1,Cod,Herring,822,4.35817,4.35817,125,0.0126,94,0.00320665,0.0194069,0.0560788
1981,Q1,Cod,Herring,822,4.35817,4.35817,167,0.03386,94,0.00866415,0,0
1981,Q1,Cod,Herring,822,4.35817,4.35817,217,0.06827,94,0.00264114,0,0
1981,Q1,Cod,Herring,822,4.35817,4.35817,267,0.11761,94,0.00489495,0,0
1981,Q1,Cod,Sandeel,822,4.35817,4.35817,85,0.00153,94,0.00098338,0.0039254,0.027885
1981,Q1,Cod,Sandeel,822,4.35817,4.35817,119,0.00422,94,0.00257736,0,0
1981,Q1,Cod,Sandeel,822,4.35817,4.35817,167,0.01341,94,0.00036466,0,0
1981,Q1,Cod,Nor. pout,822,4.35817,4.35817,87,0.0037,94,0.00941785,0.0533974,0.102633
1981,Q1,Cod,Nor. pout,822,4.35817,4.35817,116,0.00979,94,0.0158102,0,0
1981,Q1,Cod,Nor. pout,822,4.35817,4.35817,167,0.02959,94,0.0281693,0,0
1981,Q1,Cod,Sprat,822,4.35817,4.35817,53,0.0017,94,0.00025152,0.0202229,0.0344788
1981,Q1,Cod,Sprat,822,4.35817,4.35817,85,0.00418,94,0.00454329,0,0
1981,Q1,Cod,Sprat,822,4.35817,4.35817,123,0.01087,94,0.0154281,0,0
1981,Q1,Cod,Other,1053,8.84309,8.84309,-1,-1,40,0.557783,0.557783,0.352289
1981,Q1,Cod,Cod,1053,8.84309,8.84309,167,0.03998,40,0.00049303,0.107497,0.13059
1981,Q1,Cod,Cod,1053,8.84309,8.84309,217,0.08297,40,0.0238858,0,0
1981,Q1,Cod,Cod,1053,8.84309,8.84309,267,0.14616,40,0.0344235,0,0
1981,Q1,Cod,Cod,1053,8.84309,8.84309,367,0.23214,40,0.0486942,0,0
1981,Q1,Cod,Whiting,1053,8.84309,8.84309,126,0.01357,40,0.00228672,0.268058,0.200984
1981,Q1,Cod,Whiting,1053,8.84309,8.84309,167,0.03845,40,0.0230028,0,0
1981,Q1,Cod,Whiting,1053,8.84309,8.84309,217,0.0805,40,0.159441,0,0
1981,Q1,Cod,Whiting,1053,8.84309,8.84309,267,0.14282,40,0.0584478,0,0
1981,Q1,Cod,Whiting,1053,8.84309,8.84309,317,0.22814,40,0.024879,0,0
1981,Q1,Cod,Haddock,1053,8.84309,8.84309,128,0.01144,40,0.0025195,0.0152844,0.0748945
1981,Q1,Cod,Haddock,1053,8.84309,8.84309,167,0.03336,40,0.0127649,0,0
1981,Q1,Cod,Herring,1053,8.84309,8.84309,125,0.0126,40,0.00023333,0.0241493,0.0664436
1981,Q1,Cod,Herring,1053,8.84309,8.84309,167,0.03386,40,0.00204148,0,0
1981,Q1,Cod,Herring,1053,8.84309,8.84309,217,0.06827,40,0.00283851,0,0
1981,Q1,Cod,Herring,1053,8.84309,8.84309,267,0.11761,40,0.019036,0,0
1981,Q1,Cod,Sandeel,1053,8.84309,8.84309,119,0.00422,40,0.00040869,0.00040869,0.0180137
1981,Q1,Cod,Nor. pout,1053,8.84309,8.84309,116,0.00979,40,0.0033177,0.00554763,0.115934
1981,Q1,Cod,Nor. pout,1053,8.84309,8.84309,167,0.02959,40,0.00222993,0,0
1981,Q1,Cod,Sprat,1053,8.84309,8.84309,53,0.0017,40,0.00207429,0.0212731,0.0408513
1981,Q1,Cod,Sprat,1053,8.84309,8.84309,85,0.00418,40,0.0179778,0,0
1981,Q1,Cod,Sprat,1053,8.84309,8.84309,123,0.01087,40,0.00122104,0,0
1981,Q1,Whiting,Other,130,0.0177171,0.0177171,-1,-1,152,0.876384,0.876384,0.961678
1981,Q1,Whiting,Sandeel,130,0.0177171,0.0177171,81,0.00173,152,0.0973552,0.0973552,0.0125073
1981,Q1,Whiting,Sprat,130,0.0177171,0.0177171,58,0.00153,152,0.026261,0.026261,0.0258147
1981,Q1,Whiting,Other,166,0.0364009,0.0364009,-1,-1,186,0.757109,0.757109,0.699075
1981,Q1,Whiting,Sandeel,166,0.0364009,0.0364009,81,0.00173,186,0.0731405,0.123809,0.094399
1981,Q1,Whiting,Sandeel,166,0.0364009,0.0364009,112,0.00478,186,0.0506681,0,0
1981,Q1,Whiting,Nor. pout,166,0.0364009,0.0364009,83,0.00318,186,0.0841379,0.0841379,0.0194644
1981,Q1,Whiting,Sprat,166,0.0364009,0.0364009,58,0.00153,186,0.0293473,0.0349449,0.187061
1981,Q1,Whiting,Sprat,166,0.0364009,0.0364009,80,0.00376,186,0.00193655,0,0
1981,Q1,Whiting,Sprat,166,0.0364009,0.0364009,111,0.00978,186,0.00366107,0,0
1981,Q1,Whiting,Other,224,0.0879938,0.0879938,-1,-1,176,0.687669,0.687669,0.461922
1981,Q1,Whiting,Cod,224,0.0879938,0.0879938,110,0.01068,176,0.0102726,0.0102726,0.012413
1981,Q1,Whiting,Sandeel,224,0.0879938,0.0879938,81,0.00173,176,0.0627484,0.0778546,0.138706
1981,Q1,Whiting,Sandeel,224,0.0879938,0.0879938,112,0.00478,176,0.0128286,0,0
1981,Q1,Whiting,Sandeel,224,0.0879938,0.0879938,167,0.01519,176,0.00227764,0,0
1981,Q1,Whiting,Nor. pout,224,0.0879938,0.0879938,83,0.00318,176,0.0265682,0.0350401,0.231228
1981,Q1,Whiting,Nor. pout,224,0.0879938,0.0879938,115,0.00841,176,0.00847191,0,0
1981,Q1,Whiting,Sprat,224,0.0879938,0.0879938,58,0.00153,176,0.0603137,0.189163,0.155731
1981,Q1,Whiting,Sprat,224,0.0879938,0.0879938,80,0.00376,176,0.107339,0,0
1981,Q1,Whiting,Sprat,224,0.0879938,0.0879938,111,0.00978,176,0.0215109,0,0
1981,Q1,Whiting,Other,266,0.14598,0.14598,-1,-1,171,0.446653,0.446653,0.330005
1981,Q1,Whiting,Whiting,266,0.14598,0.14598,119,0.01371,171,0.00549004,0.00549004,0.0395033
1981,Q1,Whiting,Haddock,266,0.14598,0.14598,121,0.00982,171,0.00011681,0.00011681,0.0310424
1981,Q1,Whiting,Herring,266,0.14598,0.14598,119,0.01658,171,0.0906481,0.0906481,0.0390492
1981,Q1,Whiting,Sandeel,266,0.14598,0.14598,81,0.00173,171,0.00990629,0.0462339,0.113134
1981,Q1,Whiting,Sandeel,266,0.14598,0.14598,112,0.00478,171,0.0266306,0,0
1981,Q1,Whiting,Sandeel,266,0.14598,0.14598,167,0.01519,171,0.00969696,0,0
1981,Q1,Whiting,Nor. pout,266,0.14598,0.14598,83,0.00318,171,0.0604458,0.16714,0.320246
1981,Q1,Whiting,Nor. pout,266,0.14598,0.14598,115,0.00841,171,0.0994286,0,0
1981,Q1,Whiting,Nor. pout,266,0.14598,0.14598,167,0.02543,171,0.00726567,0,0
1981,Q1,Whiting,Sprat,266,0.14598,0.14598,58,0.00153,171,0.0335059,0.243718,0.12702
1981,Q1,Whiting,Sprat,266,0.14598,0.14598,80,0.00376,171,0.0624292,0,0
1981,Q1,Whiting,Sprat,266,0.14598,0.14598,111,0.00978,171,0.147783,0,0
1981,Q1,Whiting,Other,318,0.247008,0.247008,-1,-1,135,0.35311,0.35311,0.214267
1981,Q1,Whiting,Whiting,318,0.247008,0.247008,119,0.01371,135,0.017644,0.0658696,0.147835
1981,Q1,Whiting,Whiting,318,0.247008,0.247008,167,0.03885,135,0.0482256,0,0
1981,Q1,Whiting,Haddock,318,0.247008,0.247008,121,0.00982,135,0.0160125,0.0352626,0.137812
1981,Q1,Whiting,Haddock,318,0.247008,0.247008,167,0.02865,135,0.0192502,0,0
1981,Q1,Whiting,Herring,318,0.247008,0.247008,87,0.00695,135,0.0296443,0.0945154,0.0809095
1981,Q1,Whiting,Herring,318,0.247008,0.247008,119,0.01658,135,0.055331,0,0
1981,Q1,Whiting,Herring,318,0.247008,0.247008,167,0.04456,135,0.00954015,0,0
1981,Q1,Whiting,Sandeel,318,0.247008,0.247008,81,0.00173,135,0.00166585,0.0471441,0.0859094
1981,Q1,Whiting,Sandeel,318,0.247008,0.247008,112,0.00478,135,0.0143896,0,0
1981,Q1,Whiting,Sandeel,318,0.247008,0.247008,167,0.01519,135,0.0162273,0,0
1981,Q1,Whiting,Sandeel,318,0.247008,0.247008,220,0.0345,135,0.0148613,0,0
1981,Q1,Whiting,Nor. pout,318,0.247008,0.247008,83,0.00318,135,0.0150863,0.290521,0.238623
1981,Q1,Whiting,Nor. pout,318,0.247008,0.247008,115,0.00841,135,0.19868,0,0
1981,Q1,Whiting,Nor. pout,318,0.247008,0.247008,167,0.02543,135,0.0767545,0,0
1981,Q1,Whiting,Sprat,318,0.247008,0.247008,58,0.00153,135,0.0038492,0.113577,0.0946456
1981,Q1,Whiting,Sprat,318,0.247008,0.247008,80,0.00376,135,0.031638,0,0
1981,Q1,Whiting,Sprat,318,0.247008,0.247008,111,0.00978,135,0.0780896,0,0
1981,Q1,Whiting,Other,418,0.552711,0.552711,-1,-1,29,0.350138,0.350138,0.178824
1981,Q1,Whiting,Whiting,418,0.552711,0.552711,119,0.01371,29,0.0678324,0.198078,0.152339
1981,Q1,Whiting,Whiting,418,0.552711,0.552711,167,0.03885,29,0.130246,0,0
1981,Q1,Whiting,Haddock,418,0.552711,0.552711,121,0.00982,29,0.0239699,0.0367229,0.25224
1981,Q1,Whiting,Haddock,418,0.552711,0.552711,167,0.02865,29,0.0118362,0,0
1981,Q1,Whiting,Haddock,418,0.552711,0.552711,220,0.06124,29,0.00091679,0,0
1981,Q1,Whiting,Herring,418,0.552711,0.552711,119,0.01658,29,0.0368568,0.0368568,0.0299828
1981,Q1,Whiting,Sandeel,418,0.552711,0.552711,112,0.00478,29,0.0083756,0.0379863,0.0828031
1981,Q1,Whiting,Sandeel,418,0.552711,0.552711,167,0.01519,29,1.00E-06,0,0
1981,Q1,Whiting,Sandeel,418,0.552711,0.552711,220,0.0345,29,0.0296097,0,0
