"Year","scenario","Species","variable","value"
"2007","2023","Sole","Yield",15.5048
"2008","2023","Sole","Yield",14.6151
"2009","2023","Sole","Yield",15.2139
"2010","2023","Sole","Yield",14.8502
"2011","2023","Sole","Yield",13.1885
"2012","2023","Sole","Yield",14.6948
"2013","2023","Sole","Yield",15.9581
"2014","2023","Sole","Yield",14.6396
"2015","2023","Sole","Yield",14.5904
"2016","2023","Sole","Yield",15.3234
"2017","2023","Sole","Yield",13.5739
"2018","2023","Sole","Yield",12.2657
"2019","2023","Sole","Yield",10.6052
"2020","2023","Sole","Yield",10.489
"2021","2023","Sole","Yield",9.14303
"2022","2023","Sole","Yield",5.82691
"1974","2020","Sprat","Yield",354.208
"1975","2020","Sprat","Yield",806.769
"1976","2020","Sprat","Yield",679.972
"1977","2020","Sprat","Yield",345.286
"1978","2020","Sprat","Yield",462.129
"1979","2020","Sprat","Yield",469.921
"1980","2020","Sprat","Yield",413.62
"1981","2020","Sprat","Yield",291.266
"1982","2020","Sprat","Yield",189.095
"1983","2020","Sprat","Yield",80.941
"1984","2020","Sprat","Yield",104.337
"1985","2020","Sprat","Yield",69.4322
"1986","2020","Sprat","Yield",30.0033
"1987","2020","Sprat","Yield",46.3735
"1988","2020","Sprat","Yield",74.6262
"1989","2020","Sprat","Yield",74.9565
"1990","2020","Sprat","Yield",83.0115
"1991","2020","Sprat","Yield",118.053
"1992","2020","Sprat","Yield",133.348
"1993","2020","Sprat","Yield",201.199
"1994","2020","Sprat","Yield",402.641
"1995","2020","Sprat","Yield",415.81
"1996","2020","Sprat","Yield",153.713
"1997","2020","Sprat","Yield",119.875
"1998","2020","Sprat","Yield",157.74
"1999","2020","Sprat","Yield",221.064
"2000","2020","Sprat","Yield",226.525
"2001","2020","Sprat","Yield",218.622
"2002","2020","Sprat","Yield",154.88
"2003","2020","Sprat","Yield",181.541
"2004","2020","Sprat","Yield",114.471
"2005","2020","Sprat","Yield",242.173
"2006","2020","Sprat","Yield",127.796
"2007","2020","Sprat","Yield",98.0377
"2008","2020","Sprat","Yield",61.2559
"2009","2020","Sprat","Yield",141.182
"2010","2020","Sprat","Yield",158.496
"2011","2020","Sprat","Yield",152.271
"2012","2020","Sprat","Yield",95.5358
"2013","2020","Sprat","Yield",64.1216
"2014","2020","Sprat","Yield",127.615
"2015","2020","Sprat","Yield",290.62
"2016","2020","Sprat","Yield",223.289
"2017","2020","Sprat","Yield",114.152
"2018","2020","Sprat","Yield",161.896
"2019","2020","Sprat","Yield",125.053
"1974","2023","Sprat","Yield",354.208
"1975","2023","Sprat","Yield",806.769
"1976","2023","Sprat","Yield",679.972
"1977","2023","Sprat","Yield",345.286
"1978","2023","Sprat","Yield",462.129
"1979","2023","Sprat","Yield",469.921
"1980","2023","Sprat","Yield",413.62
"1981","2023","Sprat","Yield",291.266
"1982","2023","Sprat","Yield",189.095
"1983","2023","Sprat","Yield",80.941
"1984","2023","Sprat","Yield",38.7765
"1985","2023","Sprat","Yield",69.4322
"1986","2023","Sprat","Yield",30.0033
"1987","2023","Sprat","Yield",39.7004
"1988","2023","Sprat","Yield",74.6262
"1989","2023","Sprat","Yield",74.9565
"1990","2023","Sprat","Yield",83.0115
"1991","2023","Sprat","Yield",118.053
"1992","2023","Sprat","Yield",124.003
"1993","2023","Sprat","Yield",201.199
"1994","2023","Sprat","Yield",402.641
"1995","2023","Sprat","Yield",415.81
"1996","2023","Sprat","Yield",153.713
"1997","2023","Sprat","Yield",119.875
"1998","2023","Sprat","Yield",157.74
"1999","2023","Sprat","Yield",221.064
"2000","2023","Sprat","Yield",226.525
"2001","2023","Sprat","Yield",218.622
"2002","2023","Sprat","Yield",154.88
"2003","2023","Sprat","Yield",181.541
"2004","2023","Sprat","Yield",114.471
"2005","2023","Sprat","Yield",242.173
"2006","2023","Sprat","Yield",127.796
"2007","2023","Sprat","Yield",98.0377
"2008","2023","Sprat","Yield",61.2559
"2009","2023","Sprat","Yield",141.182
"2010","2023","Sprat","Yield",158.496
"2011","2023","Sprat","Yield",152.271
"2012","2023","Sprat","Yield",95.5358
"2013","2023","Sprat","Yield",64.1216
"2014","2023","Sprat","Yield",127.615
"2015","2023","Sprat","Yield",290.62
"2016","2023","Sprat","Yield",223.289
"2017","2023","Sprat","Yield",114.152
"2018","2023","Sprat","Yield",161.896
"2019","2023","Sprat","Yield",138.476
"2020","2023","Sprat","Yield",181.186
"2021","2023","Sprat","Yield",76.268
"2022","2023","Sprat","Yield",75.2006
"1974","2020","Whiting","Yield",323.103
"1975","2020","Whiting","Yield",276.575
"1976","2020","Whiting","Yield",326.266
"1977","2020","Whiting","Yield",289.854
"1978","2020","Whiting","Yield",188.195
"1979","2020","Whiting","Yield",243.608
"1980","2020","Whiting","Yield",223.322
"1981","2020","Whiting","Yield",192.184
"1982","2020","Whiting","Yield",140.266
"1983","2020","Whiting","Yield",161.319
"1984","2020","Whiting","Yield",145.614
"1985","2020","Whiting","Yield",100.364
"1986","2020","Whiting","Yield",161.508
"1987","2020","Whiting","Yield",138.802
"1988","2020","Whiting","Yield",133.209
"1989","2020","Whiting","Yield",123.582
"1990","2020","Whiting","Yield",152.614
"1991","2020","Whiting","Yield",126.73
"1992","2020","Whiting","Yield",108.541
"1993","2020","Whiting","Yield",116.921
"1994","2020","Whiting","Yield",101.644
"1995","2020","Whiting","Yield",105.486
"1996","2020","Whiting","Yield",76.1232
"1997","2020","Whiting","Yield",61.4322
"1998","2020","Whiting","Yield",47.4781
"1999","2020","Whiting","Yield",60.8362
"2000","2020","Whiting","Yield",63.8125
"2001","2020","Whiting","Yield",45.2449
"2002","2020","Whiting","Yield",46.4482
"2003","2020","Whiting","Yield",45.6427
"2004","2020","Whiting","Yield",33.5576
"2005","2020","Whiting","Yield",28.8788
"2006","2020","Whiting","Yield",36.7643
"2007","2020","Whiting","Yield",26.9736
"2008","2020","Whiting","Yield",28.2423
"2009","2020","Whiting","Yield",28.417
"2010","2020","Whiting","Yield",34.4421
"2011","2020","Whiting","Yield",30.6654
"2012","2020","Whiting","Yield",30.2107
"2013","2020","Whiting","Yield",26.6613
"2014","2020","Whiting","Yield",28.3622
"2015","2020","Whiting","Yield",36.2496
"2016","2020","Whiting","Yield",33.3926
"2017","2020","Whiting","Yield",29.3444
"2018","2020","Whiting","Yield",28.4368
"2019","2020","Whiting","Yield",31.2814
"1974","2023","Whiting","Yield",319.955
"1975","2023","Whiting","Yield",275.667
"1976","2023","Whiting","Yield",325.609
"1977","2023","Whiting","Yield",289.306
"1978","2023","Whiting","Yield",188.049
"1979","2023","Whiting","Yield",244.055
"1980","2023","Whiting","Yield",223.016
"1981","2023","Whiting","Yield",192.209
"1982","2023","Whiting","Yield",140.246
"1983","2023","Whiting","Yield",161.686
"1984","2023","Whiting","Yield",145.646
"1985","2023","Whiting","Yield",100.207
"1986","2023","Whiting","Yield",161.469
"1987","2023","Whiting","Yield",138.906
"1988","2023","Whiting","Yield",133.01
"1989","2023","Whiting","Yield",123.53
"1990","2023","Whiting","Yield",152.969
"1991","2023","Whiting","Yield",126.467
"1992","2023","Whiting","Yield",108.738
"1993","2023","Whiting","Yield",116.871
"1994","2023","Whiting","Yield",101.628
"1995","2023","Whiting","Yield",106.22
"1996","2023","Whiting","Yield",76.0903
"1997","2023","Whiting","Yield",61.4746
"1998","2023","Whiting","Yield",47.4046
"1999","2023","Whiting","Yield",60.8363
"2000","2023","Whiting","Yield",63.9075
"2001","2023","Whiting","Yield",45.1772
"2002","2023","Whiting","Yield",46.4119
"2003","2023","Whiting","Yield",45.6456
"2004","2023","Whiting","Yield",33.5644
"2005","2023","Whiting","Yield",28.8733
"2006","2023","Whiting","Yield",36.7462
"2007","2023","Whiting","Yield",26.968
"2008","2023","Whiting","Yield",28.2507
"2009","2023","Whiting","Yield",28.3619
"2010","2023","Whiting","Yield",34.4407
"2011","2023","Whiting","Yield",30.6734
"2012","2023","Whiting","Yield",30.2237
"2013","2023","Whiting","Yield",26.6394
"2014","2023","Whiting","Yield",28.3731
"2015","2023","Whiting","Yield",36.255
"2016","2023","Whiting","Yield",33.3708
"2017","2023","Whiting","Yield",29.3478
"2018","2023","Whiting","Yield",28.4379
"2019","2023","Whiting","Yield",30.5103
"2020","2023","Whiting","Yield",34.9964
"2021","2023","Whiting","Yield",33.1933
"2022","2023","Whiting","Yield",27.8914
"1974","2020","Cod","Yield.hat",245.101
"1975","2020","Cod","Yield.hat",251.607
"1976","2020","Cod","Yield.hat",255.104
"1977","2020","Cod","Yield.hat",279.759
"1978","2020","Cod","Yield.hat",363.846
"1979","2020","Cod","Yield.hat",299.978
"1980","2020","Cod","Yield.hat",345.761
"1981","2020","Cod","Yield.hat",339.518
"1982","2020","Cod","Yield.hat",338.391
"1983","2020","Cod","Yield.hat",302.156
"1984","2020","Cod","Yield.hat",270.407
"1985","2020","Cod","Yield.hat",246.144
"1986","2020","Cod","Yield.hat",241.419
"1987","2020","Cod","Yield.hat",266.882
"1988","2020","Cod","Yield.hat",215.203
"1989","2020","Cod","Yield.hat",199.912
"1990","2020","Cod","Yield.hat",156.972
"1991","2020","Cod","Yield.hat",144.532
"1992","2020","Cod","Yield.hat",161.782
"1993","2020","Cod","Yield.hat",120.563
"1994","2020","Cod","Yield.hat",125.645
"1995","2020","Cod","Yield.hat",157.157
"1996","2020","Cod","Yield.hat",154.855
"1997","2020","Cod","Yield.hat",129.636
"1998","2020","Cod","Yield.hat",121.654
"1999","2020","Cod","Yield.hat",92.3931
"2000","2020","Cod","Yield.hat",84.9238
"2001","2020","Cod","Yield.hat",77.1975
"2002","2020","Cod","Yield.hat",57.086
"2003","2020","Cod","Yield.hat",54.0438
"2004","2020","Cod","Yield.hat",37.4683
"2005","2020","Cod","Yield.hat",42.1948
"2006","2020","Cod","Yield.hat",34.6556
"2007","2020","Cod","Yield.hat",43.3895
"2008","2020","Cod","Yield.hat",52.914
"2009","2020","Cod","Yield.hat",55.3673
"2010","2020","Cod","Yield.hat",50.7818
"2011","2020","Cod","Yield.hat",47.3068
"2012","2020","Cod","Yield.hat",44.5052
"2013","2020","Cod","Yield.hat",43.9389
"2014","2020","Cod","Yield.hat",45.8711
"2015","2020","Cod","Yield.hat",51.3187
"2016","2020","Cod","Yield.hat",49.7051
"2017","2020","Cod","Yield.hat",46.1717
"2018","2020","Cod","Yield.hat",51.7348
"2019","2020","Cod","Yield.hat",37.9499
"1974","2023","Cod","Yield.hat",243.163
"1975","2023","Cod","Yield.hat",251.206
"1976","2023","Cod","Yield.hat",257.887
"1977","2023","Cod","Yield.hat",280.928
"1978","2023","Cod","Yield.hat",375.913
"1979","2023","Cod","Yield.hat",305.727
"1980","2023","Cod","Yield.hat",352.883
"1981","2023","Cod","Yield.hat",342.437
"1982","2023","Cod","Yield.hat",334.74
"1983","2023","Cod","Yield.hat",298.768
"1984","2023","Cod","Yield.hat",270.954
"1985","2023","Cod","Yield.hat",246.214
"1986","2023","Cod","Yield.hat",239.681
"1987","2023","Cod","Yield.hat",257.404
"1988","2023","Cod","Yield.hat",214.469
"1989","2023","Cod","Yield.hat",196.85
"1990","2023","Cod","Yield.hat",156.622
"1991","2023","Cod","Yield.hat",146.681
"1992","2023","Cod","Yield.hat",170.744
"1993","2023","Cod","Yield.hat",141.768
"1994","2023","Cod","Yield.hat",132.011
"1995","2023","Cod","Yield.hat",146.471
"1996","2023","Cod","Yield.hat",158.496
"1997","2023","Cod","Yield.hat",152.056
"1998","2023","Cod","Yield.hat",165.612
"1999","2023","Cod","Yield.hat",101.217
"2000","2023","Cod","Yield.hat",90.1875
"2001","2023","Cod","Yield.hat",62.2753
"2002","2023","Cod","Yield.hat",66.8651
"2003","2023","Cod","Yield.hat",37.48
"2004","2023","Cod","Yield.hat",34.7808
"2005","2023","Cod","Yield.hat",43.2475
"2006","2023","Cod","Yield.hat",35.4392
"2007","2023","Cod","Yield.hat",44.3738
"2008","2023","Cod","Yield.hat",52.8855
"2009","2023","Cod","Yield.hat",54.7466
"2010","2023","Cod","Yield.hat",48.313
"2011","2023","Cod","Yield.hat",43.6905
"2012","2023","Cod","Yield.hat",41.1779
"2013","2023","Cod","Yield.hat",41.0534
"2014","2023","Cod","Yield.hat",43.4638
"2015","2023","Cod","Yield.hat",48.9197
"2016","2023","Cod","Yield.hat",46.643
"2017","2023","Cod","Yield.hat",43.7178
"2018","2023","Cod","Yield.hat",48.708
"2019","2023","Cod","Yield.hat",33.5573
"2020","2023","Cod","Yield.hat",21.5695
"2021","2023","Cod","Yield.hat",19.223
"2022","2023","Cod","Yield.hat",22.5121
"1974","2020","Haddock","Yield.hat",304.71
"1975","2020","Haddock","Yield.hat",358.296
"1976","2020","Haddock","Yield.hat",380.473
"1977","2020","Haddock","Yield.hat",224.925
"1978","2020","Haddock","Yield.hat",131.916
"1979","2020","Haddock","Yield.hat",153.415
"1980","2020","Haddock","Yield.hat",230.243
"1981","2020","Haddock","Yield.hat",246.874
"1982","2020","Haddock","Yield.hat",227.567
"1983","2020","Haddock","Yield.hat",258.03
"1984","2020","Haddock","Yield.hat",285.361
"1985","2020","Haddock","Yield.hat",287.311
"1986","2020","Haddock","Yield.hat",216.755
"1987","2020","Haddock","Yield.hat",223.431
"1988","2020","Haddock","Yield.hat",215.109
"1989","2020","Haddock","Yield.hat",122.45
"1990","2020","Haddock","Yield.hat",73.2744
"1991","2020","Haddock","Yield.hat",83.3665
"1992","2020","Haddock","Yield.hat",106.824
"1993","2020","Haddock","Yield.hat",174.338
"1994","2020","Haddock","Yield.hat",185.468
"1995","2020","Haddock","Yield.hat",174.277
"1996","2020","Haddock","Yield.hat",232.733
"1997","2020","Haddock","Yield.hat",159.193
"1998","2020","Haddock","Yield.hat",138.352
"1999","2020","Haddock","Yield.hat",123.123
"2000","2020","Haddock","Yield.hat",148.618
"2001","2020","Haddock","Yield.hat",243.777
"2002","2020","Haddock","Yield.hat",239.875
"2003","2020","Haddock","Yield.hat",99.4116
"2004","2020","Haddock","Yield.hat",69.294
"2005","2020","Haddock","Yield.hat",50.325
"2006","2020","Haddock","Yield.hat",69.761
"2007","2020","Haddock","Yield.hat",81.4508
"2008","2020","Haddock","Yield.hat",62.8342
"2009","2020","Haddock","Yield.hat",43.3826
"2010","2020","Haddock","Yield.hat",41.6983
"2011","2020","Haddock","Yield.hat",70.6044
"2012","2020","Haddock","Yield.hat",53.5903
"2013","2020","Haddock","Yield.hat",39.3013
"2014","2020","Haddock","Yield.hat",47.1251
"2015","2020","Haddock","Yield.hat",56.4797
"2016","2020","Haddock","Yield.hat",55.481
"2017","2020","Haddock","Yield.hat",46.5604
"2018","2020","Haddock","Yield.hat",37.4261
"2019","2020","Haddock","Yield.hat",31.8905
"1974","2023","Haddock","Yield.hat",323.819
"1975","2023","Haddock","Yield.hat",415.481
"1976","2023","Haddock","Yield.hat",434.886
"1977","2023","Haddock","Yield.hat",267.257
"1978","2023","Haddock","Yield.hat",140.11
"1979","2023","Haddock","Yield.hat",145.024
"1980","2023","Haddock","Yield.hat",203.041
"1981","2023","Haddock","Yield.hat",214.586
"1982","2023","Haddock","Yield.hat",197.369
"1983","2023","Haddock","Yield.hat",218.758
"1984","2023","Haddock","Yield.hat",250.052
"1985","2023","Haddock","Yield.hat",272.666
"1986","2023","Haddock","Yield.hat",198.754
"1987","2023","Haddock","Yield.hat",210.886
"1988","2023","Haddock","Yield.hat",192.706
"1989","2023","Haddock","Yield.hat",117.831
"1990","2023","Haddock","Yield.hat",75.9538
"1991","2023","Haddock","Yield.hat",92.3474
"1992","2023","Haddock","Yield.hat",125.769
"1993","2023","Haddock","Yield.hat",225.054
"1994","2023","Haddock","Yield.hat",210.942
"1995","2023","Haddock","Yield.hat",192.087
"1996","2023","Haddock","Yield.hat",261.625
"1997","2023","Haddock","Yield.hat",174.082
"1998","2023","Haddock","Yield.hat",148.684
"1999","2023","Haddock","Yield.hat",124.036
"2000","2023","Haddock","Yield.hat",124.469
"2001","2023","Haddock","Yield.hat",204.823
"2002","2023","Haddock","Yield.hat",225.057
"2003","2023","Haddock","Yield.hat",91.7258
"2004","2023","Haddock","Yield.hat",65.5891
"2005","2023","Haddock","Yield.hat",47.0371
"2006","2023","Haddock","Yield.hat",58.4044
"2007","2023","Haddock","Yield.hat",60.9238
"2008","2023","Haddock","Yield.hat",47.2113
"2009","2023","Haddock","Yield.hat",33.8087
"2010","2023","Haddock","Yield.hat",34.7857
"2011","2023","Haddock","Yield.hat",42.7257
"2012","2023","Haddock","Yield.hat",44.6634
"2013","2023","Haddock","Yield.hat",32.0617
"2014","2023","Haddock","Yield.hat",33.821
"2015","2023","Haddock","Yield.hat",42.5456
"2016","2023","Haddock","Yield.hat",55.5218
"2017","2023","Haddock","Yield.hat",52.1574
"2018","2023","Haddock","Yield.hat",43.9769
"2019","2023","Haddock","Yield.hat",36.7593
"2020","2023","Haddock","Yield.hat",41.8841
"2021","2023","Haddock","Yield.hat",56.7908
"2022","2023","Haddock","Yield.hat",47.0182
"1974","2020","Herring","Yield.hat",219.015
"1975","2020","Herring","Yield.hat",228.71
"1976","2020","Herring","Yield.hat",85.5934
"1977","2020","Herring","Yield.hat",18.7281
"1978","2020","Herring","Yield.hat",0
"1979","2020","Herring","Yield.hat",0
"1980","2020","Herring","Yield.hat",32.7206
"1981","2020","Herring","Yield.hat",83.2171
"1982","2020","Herring","Yield.hat",118.02
"1983","2020","Herring","Yield.hat",305.191
"1984","2020","Herring","Yield.hat",594.859
"1985","2020","Herring","Yield.hat",680.677
"1986","2020","Herring","Yield.hat",620.344
"1987","2020","Herring","Yield.hat",711.253
"1988","2020","Herring","Yield.hat",787.193
"1989","2020","Herring","Yield.hat",656.626
"1990","2020","Herring","Yield.hat",595.212
"1991","2020","Herring","Yield.hat",564.728
"1992","2020","Herring","Yield.hat",677.479
"1993","2020","Herring","Yield.hat",728.906
"1994","2020","Herring","Yield.hat",651.732
"1995","2020","Herring","Yield.hat",685.632
"1996","2020","Herring","Yield.hat",291.373
"1997","2020","Herring","Yield.hat",285.466
"1998","2020","Herring","Yield.hat",377.121
"1999","2020","Herring","Yield.hat",320.426
"2000","2020","Herring","Yield.hat",371.914
"2001","2020","Herring","Yield.hat",379.82
"2002","2020","Herring","Yield.hat",405.737
"2003","2020","Herring","Yield.hat",516.684
"2004","2020","Herring","Yield.hat",606.222
"2005","2020","Herring","Yield.hat",703.292
"2006","2020","Herring","Yield.hat",458.426
"2007","2020","Herring","Yield.hat",331.499
"2008","2020","Herring","Yield.hat",220.538
"2009","2020","Herring","Yield.hat",154.629
"2010","2020","Herring","Yield.hat",189.079
"2011","2020","Herring","Yield.hat",193.626
"2012","2020","Herring","Yield.hat",400.006
"2013","2020","Herring","Yield.hat",439.569
"2014","2020","Herring","Yield.hat",407.662
"2015","2020","Herring","Yield.hat",428.591
"2016","2020","Herring","Yield.hat",460.806
"2017","2020","Herring","Yield.hat",330.878
"2018","2020","Herring","Yield.hat",412.02
"2019","2020","Herring","Yield.hat",324.802
"1974","2023","Herring","Yield.hat",202.073
"1975","2023","Herring","Yield.hat",229.007
"1976","2023","Herring","Yield.hat",84.7761
"1977","2023","Herring","Yield.hat",-3.59782
"1978","2023","Herring","Yield.hat",0
"1979","2023","Herring","Yield.hat",0
"1980","2023","Herring","Yield.hat",-14.3289
"1981","2023","Herring","Yield.hat",15.0333
"1982","2023","Herring","Yield.hat",76.6088
"1983","2023","Herring","Yield.hat",316.021
"1984","2023","Herring","Yield.hat",616.684
"1985","2023","Herring","Yield.hat",734.986
"1986","2023","Herring","Yield.hat",674.563
"1987","2023","Herring","Yield.hat",703.778
"1988","2023","Herring","Yield.hat",729.95
"1989","2023","Herring","Yield.hat",630.067
"1990","2023","Herring","Yield.hat",574.714
"1991","2023","Herring","Yield.hat",591.925
"1992","2023","Herring","Yield.hat",707.303
"1993","2023","Herring","Yield.hat",723.754
"1994","2023","Herring","Yield.hat",618.898
"1995","2023","Herring","Yield.hat",606.458
"1996","2023","Herring","Yield.hat",224.947
"1997","2023","Herring","Yield.hat",270.763
"1998","2023","Herring","Yield.hat",362.101
"1999","2023","Herring","Yield.hat",298.485
"2000","2023","Herring","Yield.hat",359.934
"2001","2023","Herring","Yield.hat",364.612
"2002","2023","Herring","Yield.hat",395.969
"2003","2023","Herring","Yield.hat",528.856
"2004","2023","Herring","Yield.hat",628.726
"2005","2023","Herring","Yield.hat",706.927
"2006","2023","Herring","Yield.hat",470.879
"2007","2023","Herring","Yield.hat",335.331
"2008","2023","Herring","Yield.hat",216.398
"2009","2023","Herring","Yield.hat",153.238
"2010","2023","Herring","Yield.hat",192.863
"2011","2023","Herring","Yield.hat",208.775
"2012","2023","Herring","Yield.hat",428.878
"2013","2023","Herring","Yield.hat",478.512
"2014","2023","Herring","Yield.hat",439.965
"2015","2023","Herring","Yield.hat",455.806
"2016","2023","Herring","Yield.hat",472.951
"2017","2023","Herring","Yield.hat",330.501
"2018","2023","Herring","Yield.hat",393.693
"2019","2023","Herring","Yield.hat",317.461
"2020","2023","Herring","Yield.hat",317.275
"2021","2023","Herring","Yield.hat",265.106
"2022","2023","Herring","Yield.hat",137.662
"1974","2020","Mackerel","Yield.hat",595.016
"1975","2020","Mackerel","Yield.hat",780.843
"1976","2020","Mackerel","Yield.hat",805.817
"1977","2020","Mackerel","Yield.hat",605.201
"1978","2020","Mackerel","Yield.hat",733.952
"1979","2020","Mackerel","Yield.hat",810.268
"1980","2020","Mackerel","Yield.hat",717.536
"1981","2020","Mackerel","Yield.hat",665.675
"1982","2020","Mackerel","Yield.hat",637.773
"1983","2020","Mackerel","Yield.hat",543.404
"1984","2020","Mackerel","Yield.hat",575.877
"1985","2020","Mackerel","Yield.hat",592.194
"1986","2020","Mackerel","Yield.hat",549.659
"1987","2020","Mackerel","Yield.hat",605.467
"1988","2020","Mackerel","Yield.hat",675.265
"1989","2020","Mackerel","Yield.hat",561.245
"1990","2020","Mackerel","Yield.hat",608.862
"1991","2020","Mackerel","Yield.hat",727.323
"1992","2020","Mackerel","Yield.hat",809.795
"1993","2020","Mackerel","Yield.hat",829.732
"1994","2020","Mackerel","Yield.hat",864.124
"1995","2020","Mackerel","Yield.hat",769.395
"1996","2020","Mackerel","Yield.hat",564.706
"1997","2020","Mackerel","Yield.hat",547.062
"1998","2020","Mackerel","Yield.hat",627.656
"1999","2020","Mackerel","Yield.hat",645.713
"2000","2020","Mackerel","Yield.hat",721.715
"2001","2020","Mackerel","Yield.hat",735.957
"2002","2020","Mackerel","Yield.hat",779.996
"2003","2020","Mackerel","Yield.hat",723.814
"2004","2020","Mackerel","Yield.hat",595.3
"2005","2020","Mackerel","Yield.hat",454.598
"2006","2020","Mackerel","Yield.hat",434.579
"2007","2020","Mackerel","Yield.hat",595.156
"2008","2020","Mackerel","Yield.hat",682.901
"2009","2020","Mackerel","Yield.hat",740.376
"2010","2020","Mackerel","Yield.hat",820.238
"2011","2020","Mackerel","Yield.hat",880.982
"2012","2020","Mackerel","Yield.hat",859.779
"2013","2020","Mackerel","Yield.hat",925.479
"2014","2020","Mackerel","Yield.hat",1241.74
"2015","2020","Mackerel","Yield.hat",1152.66
"2016","2020","Mackerel","Yield.hat",1062.8
"2017","2020","Mackerel","Yield.hat",1140.81
"2018","2020","Mackerel","Yield.hat",1024.94
"2019","2020","Mackerel","Yield.hat",824.422
"1974","2023","Mackerel","Yield.hat",594.802
"1975","2023","Mackerel","Yield.hat",779.746
"1976","2023","Mackerel","Yield.hat",804.528
"1977","2023","Mackerel","Yield.hat",606.079
"1978","2023","Mackerel","Yield.hat",733.726
"1979","2023","Mackerel","Yield.hat",808.981
"1980","2023","Mackerel","Yield.hat",716.082
"1981","2023","Mackerel","Yield.hat",670.213
"1982","2023","Mackerel","Yield.hat",649.909
"1983","2023","Mackerel","Yield.hat",550.256
"1984","2023","Mackerel","Yield.hat",582.005
"1985","2023","Mackerel","Yield.hat",592.288
"1986","2023","Mackerel","Yield.hat",548.152
"1987","2023","Mackerel","Yield.hat",602.912
"1988","2023","Mackerel","Yield.hat",679.254
"1989","2023","Mackerel","Yield.hat",564.648
"1990","2023","Mackerel","Yield.hat",611.523
"1991","2023","Mackerel","Yield.hat",738.957
"1992","2023","Mackerel","Yield.hat",828.988
"1993","2023","Mackerel","Yield.hat",835.291
"1994","2023","Mackerel","Yield.hat",874.388
"1995","2023","Mackerel","Yield.hat",772.919
"1996","2023","Mackerel","Yield.hat",558.651
"1997","2023","Mackerel","Yield.hat",543.743
"1998","2023","Mackerel","Yield.hat",619.832
"1999","2023","Mackerel","Yield.hat",631.075
"2000","2023","Mackerel","Yield.hat",709.67
"2001","2023","Mackerel","Yield.hat",727.852
"2002","2023","Mackerel","Yield.hat",771.064
"2003","2023","Mackerel","Yield.hat",725.232
"2004","2023","Mackerel","Yield.hat",607.634
"2005","2023","Mackerel","Yield.hat",464.571
"2006","2023","Mackerel","Yield.hat",445.552
"2007","2023","Mackerel","Yield.hat",617.465
"2008","2023","Mackerel","Yield.hat",691.147
"2009","2023","Mackerel","Yield.hat",739.549
"2010","2023","Mackerel","Yield.hat",808.925
"2011","2023","Mackerel","Yield.hat",873.505
"2012","2023","Mackerel","Yield.hat",854.741
"2013","2023","Mackerel","Yield.hat",927.969
"2014","2023","Mackerel","Yield.hat",1248.83
"2015","2023","Mackerel","Yield.hat",1157
"2016","2023","Mackerel","Yield.hat",1061.15
"2017","2023","Mackerel","Yield.hat",1149.02
"2018","2023","Mackerel","Yield.hat",996.445
"2019","2023","Mackerel","Yield.hat",819.41
"2020","2023","Mackerel","Yield.hat",946.574
"2021","2023","Mackerel","Yield.hat",1038.64
"2022","2023","Mackerel","Yield.hat",933.26
"1974","2020","N.sandeel","Yield.hat",174.808
"1975","2020","N.sandeel","Yield.hat",176.515
"1976","2020","N.sandeel","Yield.hat",101.934
"1977","2020","N.sandeel","Yield.hat",237.227
"1978","2020","N.sandeel","Yield.hat",133.22
"1979","2020","N.sandeel","Yield.hat",75.8179
"1980","2020","N.sandeel","Yield.hat",310.197
"1981","2020","N.sandeel","Yield.hat",153.276
"1982","2020","N.sandeel","Yield.hat",126.876
"1983","2020","N.sandeel","Yield.hat",52.1104
"1984","2020","N.sandeel","Yield.hat",57.3149
"1985","2020","N.sandeel","Yield.hat",103.817
"1986","2020","N.sandeel","Yield.hat",218.754
"1987","2020","N.sandeel","Yield.hat",182.8
"1988","2020","N.sandeel","Yield.hat",189.137
"1989","2020","N.sandeel","Yield.hat",377.792
"1990","2020","N.sandeel","Yield.hat",217.475
"1991","2020","N.sandeel","Yield.hat",183.172
"1992","2020","N.sandeel","Yield.hat",112.385
"1993","2020","N.sandeel","Yield.hat",148.083
"1994","2020","N.sandeel","Yield.hat",495.674
"1995","2020","N.sandeel","Yield.hat",227.579
"1996","2020","N.sandeel","Yield.hat",253.064
"1997","2020","N.sandeel","Yield.hat",379.381
"1998","2020","N.sandeel","Yield.hat",311.833
"1999","2020","N.sandeel","Yield.hat",210.512
"2000","2020","N.sandeel","Yield.hat",249.957
"2001","2020","N.sandeel","Yield.hat",123.697
"2002","2020","N.sandeel","Yield.hat",150.747
"2003","2020","N.sandeel","Yield.hat",42.9988
"2004","2020","N.sandeel","Yield.hat",76.6649
"2005","2020","N.sandeel","Yield.hat",22.8802
"2006","2020","N.sandeel","Yield.hat",9.09922
"2007","2020","N.sandeel","Yield.hat",56.0626
"2008","2020","N.sandeel","Yield.hat",119.648
"2009","2020","N.sandeel","Yield.hat",10.2893
"2010","2020","N.sandeel","Yield.hat",81.5839
"2011","2020","N.sandeel","Yield.hat",79.8329
"2012","2020","N.sandeel","Yield.hat",22.3052
"2013","2020","N.sandeel","Yield.hat",30.9962
"2014","2020","N.sandeel","Yield.hat",216.202
"2015","2020","N.sandeel","Yield.hat",118.947
