

Observed catches

Species: Cod        



Age             1974      1975      1976      1977      1978      1979      1980      1981


Age             1982      1983      1984      1985      1986      1987      1988      1989
         0    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         1    0.0023    0.0022    0.0025    0.0024    0.0026    0.0021    0.0022    0.0018
         2    0.2347    0.2213    0.2533    0.2373    0.2591    0.2126    0.2173    0.1793
         3    0.6636    0.6257    0.7164    0.6711    0.7327    0.6012    0.6146    0.5071
         4    0.6931    0.6535    0.7483    0.7010    0.7654    0.6280    0.6420    0.5297
         5    0.5651    0.5328    0.6101    0.5715    0.6240    0.5120    0.5234    0.4318
         6    0.5236    0.4937    0.5653    0.5296    0.5782    0.4745    0.4850    0.4002
         7    0.4081    0.3848    0.4405    0.4127    0.4506    0.3697    0.3780    0.3118
         8    0.4081    0.3848    0.4405    0.4127    0.4506    0.3697    0.3780    0.3118
         9    0.4081    0.3848    0.4405    0.4127    0.4506    0.3697    0.3780    0.3118
        10    0.4081    0.3848    0.4405    0.4127    0.4506    0.3697    0.3780    0.3118

Avg. F 2-6     0.536     0.505     0.579     0.542     0.592     0.486     0.496     0.410


Age             1990      1991      1992      1993      1994      1995      1996      1997
         0    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         1    0.0175    0.0195    0.0191    0.0207    0.0221    0.0207    0.0294    0.0248
         2    0.1905    0.2123    0.2079    0.2253    0.2408    0.2260    0.3204    0.2708
         3    0.4200    0.4680    0.4583    0.4968    0.5310    0.4983    0.7064    0.5972
         4    0.5120    0.5705    0.5587    0.6056    0.6473    0.6075    0.8611    0.7280
         5    0.5212    0.5808    0.5688    0.6165    0.6590    0.6184    0.8766    0.7411
         6    0.4836    0.5389    0.5277    0.5720    0.6114    0.5738    0.8133    0.6876
         7    0.4370    0.4869    0.4768    0.5169    0.5524    0.5185    0.7349    0.6213
         8    0.4370    0.4869    0.4768    0.5169    0.5524    0.5185    0.7349    0.6213
         9    0.4370    0.4869    0.4768    0.5169    0.5524    0.5185    0.7349    0.6213
        10    0.4370    0.4869    0.4768    0.5169    0.5524    0.5185    0.7349    0.6213

Avg. F 2-6     0.425     0.474     0.464     0.503     0.538     0.505     0.716     0.605


Age             1998      1999      2000      2001      2002      2003      2004      2005
         0    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         1    0.0265    0.0237    0.0261    0.0218    0.0218    0.0214    0.0211    0.0228
         2    0.2892    0.2585    0.2850    0.2378    0.2373    0.2337    0.2306    0.2484
         3    0.6376    0.5700    0.6284    0.5242    0.5233    0.5154    0.5084    0.5478
         4    0.7773    0.6948    0.7660    0.6391    0.6379    0.6283    0.6198    0.6678
         5    0.7913    0.7074    0.7798    0.6506    0.6494    0.6396    0.6310    0.6798
         6    0.7342    0.6563    0.7235    0.6036    0.6025    0.5934    0.5854    0.6307
         7    0.6634    0.5930    0.6537    0.5454    0.5444    0.5362    0.5290    0.5699
         8    0.6634    0.5930    0.6537    0.5454    0.5444    0.5362    0.5290    0.5699
         9    0.6634    0.5930    0.6537    0.5454    0.5444    0.5362    0.5290    0.5699
        10    0.6634    0.5930    0.6537    0.5454    0.5444    0.5362    0.5290    0.5699

Avg. F 2-6     0.646     0.577     0.637     0.531     0.530     0.522     0.515     0.555


Age             2006      2007      2008      2009      2010      2011      2012      2013
         0    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         1    0.0195    0.0197    0.0169    0.0194    0.0217    0.0190    0.0215    0.0197
         2    0.2124    0.2151    0.1841    0.2113    0.2363    0.2068    0.2346    0.2150
         3    0.4683    0.4742    0.4059    0.4658    0.5210    0.4560    0.5172    0.4741
         4    0.5709    0.5781    0.4948    0.5679    0.6352    0.5559    0.6305    0.5779
         5    0.5812    0.5885    0.5037    0.5781    0.6466    0.5659    0.6418    0.5883
         6    0.5392    0.5460    0.4673    0.5364    0.5999    0.5251    0.5955    0.5459
         7    0.4873    0.4933    0.4223    0.4847    0.5421    0.4744    0.5381    0.4932
         8    0.4873    0.4933    0.4223    0.4847    0.5421    0.4744    0.5381    0.4932
         9    0.4873    0.4933    0.4223    0.4847    0.5421    0.4744    0.5381    0.4932
        10    0.4873    0.4933    0.4223    0.4847    0.5421    0.4744    0.5381    0.4932

Avg. F 2-6     0.474     0.480     0.411     0.472     0.528     0.462     0.524     0.480


Age             2014      2015      2016      2017      2018      2019      2020      2021
         0    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         1    0.0192    0.0184    0.0221    0.0225    0.0230    0.0257    0.0192    0.0131
         2    0.2097    0.2001    0.2409    0.2458    0.2506    0.2807    0.2089    0.1430
         3    0.4623    0.4412    0.5312    0.5420    0.5525    0.6189    0.4606    0.3152
         4    0.5636    0.5379    0.6476    0.6608    0.6736    0.7545    0.5615    0.3843
         5    0.5737    0.5476    0.6592    0.6727    0.6857    0.7680    0.5716    0.3912
         6    0.5323    0.5080    0.6116    0.6241    0.6362    0.7126    0.5303    0.3630
         7    0.4810    0.4591    0.5526    0.5639    0.5749    0.6439    0.4792    0.3280
         8    0.4810    0.4591    0.5526    0.5639    0.5749    0.6439    0.4792    0.3280
         9    0.4810    0.4591    0.5526    0.5639    0.5749    0.6439    0.4792    0.3280
        10    0.4810    0.4591    0.5526    0.5639    0.5749    0.6439    0.4792    0.3280

Avg. F 2-6     0.468     0.447     0.538     0.549     0.560     0.627     0.467     0.319

Predation mortality

Species: Cod        



Age             1974      1975      1976      1977      1978      1979      1980      1981
         0    1.1516    1.0983    1.5098    1.2611    1.5861    1.0323    1.4489    2.2392
         1    0.7611    0.6649    0.7678    0.7636    0.8582    0.8134    0.7611    0.9721
         2    0.5681    0.4827    0.4606    0.4610    0.4449    0.4283    0.4610    0.4962
         3    0.0434    0.0473    0.0540    0.0748    0.0679    0.0420    0.0582    0.0662
         4    0.0013    0.0011    0.0009    0.0007    0.0016    0.0019    0.0007    0.0008
         5    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         6    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         7    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         8    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         9    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
        10    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000




Age             1982      1983      1984      1985      1986      1987      1988      1989
         0    1.7162    1.3913    2.0562    1.3268    1.5768    1.8881    1.3143    1.7751
         1    0.9197    0.9023    0.7718    0.8797    0.7333    0.7775    0.8312    0.7353
         2    0.5546    0.5585    0.4991    0.5181    0.4802    0.4833    0.5042    0.5351
         3    0.0819    0.0753    0.0550    0.0621    0.0658    0.0648    0.0645    0.0808
         4    0.0020    0.0090    0.0005    0.0011    0.0108    0.0111    0.0269    0.0141
         5    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         6    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         7    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         8    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         9    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
        10    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000




Age             1990      1991      1992      1993      1994      1995      1996      1997
         0    1.7646    1.4975    1.7263    1.6383    1.6395    1.9835    1.7217    2.0462
         1    0.7898    0.7855    0.6974    0.7722    0.7671    0.7630    0.8552    0.7505
         2    0.5493    0.5491    0.5227    0.5107    0.5071    0.5146    0.5449    0.5046
         3    0.0789    0.0833    0.0497    0.0446    0.0631    0.0707    0.0734    0.0580
         4    0.0179    0.0006    0.0002    0.0002    0.0001    0.0003    0.0002    0.0099
         5    0.0002    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         6    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         7    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         8    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         9    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
        10    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000




Age             1998      1999      2000      2001      2002      2003      2004      2005
         0    2.2029    2.4764    2.2290    2.2106    2.4513    2.5588    2.2926    2.3483
         1    0.8641    0.8235    0.6753    0.7148    0.7931    0.8699    0.9554    1.0218
         2    0.5378    0.6019    0.5496    0.5316    0.6203    0.7154    0.7826    0.8336
         3    0.0892    0.1030    0.0874    0.1104    0.1717    0.2258    0.2567    0.2786
         4    0.0161    0.0231    0.0325    0.0243    0.0294    0.0525    0.1016    0.0654
         5    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001
         6    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         7    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         8    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         9    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
        10    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000




Age             2006      2007      2008      2009      2010      2011      2012      2013
         0    2.3668    2.3739    2.2817    1.8508    2.1389    2.6353    2.7006    2.4496
         1    1.0055    1.0561    1.1013    1.0341    0.9315    1.0376    1.1049    1.1072
         2    0.8229    0.8248    0.8662    0.8575    0.7253    0.7912    0.8538    0.8573
         3    0.2437    0.2402    0.2593    0.2366    0.2073    0.1628    0.2988    0.2651
         4    0.0564    0.0003    0.0540    0.0004    0.0002    0.0004    0.0006    0.0016
         5    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         6    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         7    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         8    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         9    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
        10    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000




Age             2014      2015      2016      2017      2018      2019      2020      2021
         0    2.3849    2.5444    2.3088    2.5004    2.0458    1.7414    1.7941    2.1469
         1    1.0146    1.0497    1.0642    0.9672    1.0997    1.0178    0.8991    0.9739
         2    0.7891    0.8089    0.8155    0.7438    0.8282    0.7714    0.6762    0.7005
         3    0.2378    0.2704    0.2383    0.1772    0.2409    0.2178    0.1979    0.2427
         4    0.0018    0.0033    0.0732    0.0325    0.0508    0.0576    0.0385    0.0017
         5    0.0009    0.0024    0.0000    0.0016    0.0000    0.0000    0.0000    0.0000
         6    0.0000    0.0010    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         7    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         8    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         9    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
        10    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000


Species: Whiting    



Age             1974      1975      1976      1977      1978      1979      1980      1981
         0    0.9168    0.8405    1.1286    0.8305    1.2256    0.6701    0.9523    1.8154
         1    1.0394    0.9082    1.1965    1.1408    1.1955    0.7853    1.0326    1.4361
         2    0.5679    0.4578    0.5085    0.4895    0.5862    0.5452    0.4951    0.6710
         3    0.4612    0.4018    0.3726    0.3812    0.3635    0.3738    0.3378    0.4398
         4    0.3319    0.3425    0.3189    0.3435    0.2996    0.3139    0.2896    0.3258
         5    0.2912    0.2621    0.2451    0.2749    0.2575    0.3002    0.2679    0.3066
         6    0.1189    0.0699    0.0679    0.0575    0.0618    0.0973    0.0850    0.0890




Age             1982      1983      1984      1985      1986      1987      1988      1989
         0    1.1348    0.8481    1.3736    0.8332    1.0505    1.0931    0.8147    1.1048
         1    1.3221    0.9302    0.8807    0.9246    0.7470    0.9208    1.0647    1.0182
         2    0.5340    0.5656    0.4369    0.5106    0.3883    0.4383    0.4623    0.3780
         3    0.4078    0.3150    0.2873    0.2875    0.3012    0.2973    0.3357    0.2870
         4    0.3542    0.2895    0.2798    0.2719    0.2750    0.2465    0.2962    0.2725
         5    0.3191    0.2736    0.2557    0.2556    0.2463    0.2307    0.2681    0.2521
         6    0.0802    0.0826    0.0697    0.0734    0.0514    0.0556    0.0418    0.2341




Age             1990      1991      1992      1993      1994      1995      1996      1997
         0    1.1571    0.9805    1.1476    1.1009    1.1273    1.4011    1.1493    1.4471
         1    1.0257    0.8168    0.9379    1.0646    0.9682    1.0719    1.1384    0.9912
         2    0.4200    0.3827    0.3502    0.4440    0.4364    0.4272    0.4821    0.3978
         3    0.3006    0.3008    0.2642    0.2787    0.2797    0.2693    0.3120    0.2944
         4    0.2741    0.2707    0.2537    0.2439    0.2620    0.2387    0.2749    0.2676
         5    0.2581    0.2707    0.2441    0.2382    0.2438    0.2354    0.2552    0.2540
         6    0.0569    0.2502    0.2268    0.2275    0.2438    0.1774    0.1992    0.2361




Age             1998      1999      2000      2001      2002      2003      2004      2005
         0    1.5285    1.8100    1.6172    1.6717    1.9278    1.9859    1.9064    1.9531
         1    1.1864    1.2314    0.7009    1.0157    1.4047    1.5523    1.0482    0.9539
         2    0.4956    0.4192    0.3354    0.3504    0.4633    0.4352    0.5847    0.4659
         3    0.2998    0.3095    0.2647    0.2665    0.3057    0.3128    0.3551    0.3396
         4    0.2553    0.2975    0.2326    0.2369    0.2843    0.2870    0.3302    0.3219
         5    0.2366    0.2736    0.2326    0.2268    0.2551    0.2620    0.3258    0.3019
         6    0.2216    0.2584    0.2303    0.2138    0.2372    0.2432    0.3030    0.2998




Age             2006      2007      2008      2009      2010      2011      2012      2013
         0    2.0165    2.0106    1.8663    1.4013    1.6248    2.1065    2.2158    1.9496
         1    0.8586    1.0828    1.0103    0.9431    0.8264    0.9368    1.0633    1.0063
         2    0.5410    0.5120    0.4887    0.4865    0.4377    0.4612    0.5287    0.4953
         3    0.3881    0.3803    0.3744    0.3663    0.2949    0.3233    0.3580    0.3581
         4    0.3310    0.3185    0.3536    0.3418    0.2894    0.2900    0.3107    0.3336
         5    0.3310    0.3185    0.3156    0.3325    0.2606    0.2788    0.3000    0.2468
         6    0.3163    0.3143    0.3156    0.3133    0.2606    0.2788    0.3000    0.1948




Age             2014      2015      2016      2017      2018      2019      2020      2021
         0    1.9264    2.0955    1.8254    2.1312    1.6472    1.3758    1.5712    1.7514
         1    0.7282    0.7551    0.9494    1.1364    1.0198    0.9458    0.7816    0.7838
         2    0.4708    0.4590    0.4728    0.4544    0.5075    0.5011    0.3786    0.4694
         3    0.3331    0.3370    0.3443    0.3285    0.3541    0.3343    0.2798    0.2759
         4    0.3331    0.3204    0.3264    0.3066    0.3224    0.3143    0.2568    0.2630
         5    0.3084    0.3076    0.3164    0.3006    0.3126    0.2995    0.2489    0.2520
         6    0.2031    0.2481    0.0717    0.1251    0.0577    0.2422    0.1552    0.2051


Species: Haddock    



Age             1974      1975      1976      1977      1978      1979      1980      1981
         0    0.8683    0.9864    1.1617    1.2341    1.0724    0.9755    1.3651    1.3241
         1    1.2855    1.0403    1.0721    1.1193    1.3261    1.3121    1.0716    1.7800
         2    0.5845    0.5778    0.5138    0.5621    0.5272    0.4832    0.4245    0.5417
         3    0.3908    0.2986    0.2664    0.3579    0.3228    0.2415    0.2155    0.2569
         4    0.2422    0.2083    0.2216    0.1146    0.3126    0.1602    0.0544    0.0880
         5    0.0581    0.1087    0.1330    0.1146    0.0648    0.0771    0.0307    0.0403
         6    0.0591    0.0406    0.0721    0.0793    0.0648    0.0441    0.0373    0.0253
         7    0.0581    0.0406    0.0041    0.0436    0.0478    0.0138    0.0297    0.0253
         8    0.0197    0.0406    0.0053    0.0029    0.0171    0.0138    0.0057    0.0050
         9    0.0084    0.0077    0.0314    0.0020    0.0000    0.0118    0.0057    0.0026
        10    0.0024    0.0000    0.0000    0.0147    0.0146    0.0045    0.0021    0.0026




Age             1982      1983      1984      1985      1986      1987      1988      1989
         0    1.2656    0.9462    1.0658    1.1025    1.0748    1.1704    1.0447    1.0796
         1    1.5816    1.3193    0.8350    0.9749    0.6666    0.7804    0.7415    0.7006
         2    0.4798    0.3444    0.2947    0.2983    0.2749    0.2575    0.3254    0.2242
         3    0.2395    0.2156    0.1495    0.1651    0.1327    0.1668    0.1426    0.1650
         4    0.0833    0.1179    0.0948    0.0890    0.0842    0.0733    0.0951    0.0730
         5    0.0392    0.0500    0.0719    0.0580    0.0402    0.0252    0.0644    0.0420
         6    0.0113    0.0254    0.0273    0.0450    0.0138    0.0091    0.0104    0.0301
         7    0.0061    0.0286    0.0210    0.0129    0.0220    0.0091    0.0084    0.0085
         8    0.0097    0.0044    0.0016    0.0060    0.0052    0.0091    0.0104    0.0035
         9    0.0000    0.0065    0.0000    0.0007    0.0109    0.0091    0.0198    0.0042
        10    0.0000    0.0032    0.0016    0.0007    0.0000    0.0010    0.0009    0.0196




Age             1990      1991      1992      1993      1994      1995      1996      1997
         0    1.0387    0.8873    0.8925    0.8977    0.8675    1.1826    1.0383    1.1621
         1    0.7204    0.6152    0.7462    0.9248    0.8556    1.0472    1.1380    0.9546
         2    0.2393    0.2351    0.1988    0.1744    0.2184    0.1840    0.2153    0.2410
         3    0.1340    0.1072    0.0936    0.0853    0.0941    0.1041    0.0965    0.1104
         4    0.1137    0.0850    0.0422    0.0527    0.0681    0.0760    0.0868    0.0498
         5    0.0655    0.0582    0.0274    0.0400    0.0303    0.0333    0.0442    0.0498
         6    0.0201    0.0268    0.0297    0.0125    0.0048    0.0144    0.0442    0.0231
         7    0.0110    0.0190    0.0071    0.0125    0.0048    0.0042    0.0442    0.0132
         8    0.0049    0.0057    0.0020    0.0024    0.0048    0.0093    0.0011    0.0035
         9    0.0007    0.0013    0.0004    0.0036    0.0013    0.0052    0.0021    0.0000
        10    0.0007    0.0004    0.0003    0.0006    0.0000    0.0000    0.0005    0.0000




Age             1998      1999      2000      2001      2002      2003      2004      2005
         0    1.1079    0.8093    1.0930    1.2196    1.2609    1.1997    1.2660    1.0793
         1    0.9655    0.7438    0.6480    0.7243    0.7894    0.7578    1.0696    1.0505
         2    0.1464    0.1259    0.1284    0.1498    0.1978    0.1770    0.2775    0.2058
         3    0.1061    0.0992    0.0885    0.0963    0.1471    0.1269    0.1909    0.1603
         4    0.0849    0.0696    0.0621    0.0550    0.0511    0.1064    0.1762    0.0846
         5    0.0461    0.0634    0.0300    0.0390    0.0462    0.0587    0.1691    0.0846
         6    0.0349    0.0405    0.0281    0.0390    0.0441    0.0571    0.0699    0.0814
         7    0.0105    0.0329    0.0067    0.0147    0.0446    0.0029    0.0276    0.0379
         8    0.0052    0.0329    0.0104    0.0002    0.0018    0.0012    0.0020    0.0027
         9    0.0052    0.0016    0.0007    0.0022    0.0000    0.0008    0.0003    0.0018
        10    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001




Age             2006      2007      2008      2009      2010      2011      2012      2013
         0    1.1777    0.9889    0.8189    0.6967    0.9481    1.1195    0.9279    0.9328
         1    1.0570    1.1186    1.0949    0.8862    0.8875    0.9107    0.9139    0.9662
         2    0.2275    0.2590    0.3087    0.3073    0.2983    0.2837    0.3519    0.3074
         3    0.1716    0.0980    0.1491    0.2237    0.1380    0.1099    0.1258    0.1166
         4    0.1309    0.0851    0.0813    0.1235    0.0913    0.1099    0.1166    0.1406
         5    0.0763    0.0799    0.0734    0.0689    0.0913    0.1099    0.0927    0.0933
         6    0.0737    0.0672    0.0734    0.0689    0.0722    0.1099    0.0927    0.0825
         7    0.0737    0.0672    0.0701    0.0689    0.0432    0.0858    0.1025    0.0871
         8    0.0057    0.0672    0.0470    0.0085    0.0038    0.0180    0.0126    0.0933
         9    0.0012    0.0451    0.0677    0.0071    0.0028    0.0433    0.0853    0.0162
        10    0.0002    0.0007    0.0005    0.0244    0.0025    0.0013    0.0012    0.0015




Age             2014      2015      2016      2017      2018      2019      2020      2021
         0    0.8170    0.9275    0.9387    0.9592    0.9197    0.7026    0.9816    1.3389
         1    0.9489    0.8460    0.8733    0.9244    0.9772    0.8881    0.7220    0.8529
         2    0.3111    0.3243    0.3155    0.3170    0.3018    0.2513    0.2105    0.2427
         3    0.1095    0.1562    0.0943    0.1760    0.1560    0.1388    0.1167    0.1321
         4    0.0971    0.0982    0.0943    0.0693    0.1254    0.0823    0.0651    0.1207
         5    0.1297    0.0982    0.0616    0.0286    0.0246    0.0823    0.0583    0.0877
         6    0.0824    0.1083    0.0231    0.0044    0.0137    0.0197    0.0651    0.0740
         7    0.0824    0.0982    0.0943    0.0141    0.0093    0.0365    0.0038    0.0813
         8    0.0419    0.0300    0.0830    0.0141    0.0034    0.0047    0.0000    0.0130
         9    0.0824    0.0982    0.0120    0.0884    0.0649    0.0047    0.0000    0.0083
        10    0.0017    0.0982    0.0065    0.0031    0.0034    0.0047    0.0000    0.0032


Species: Saithe     



Age             1974      1975      1976      1977      1978      1979      1980      1981
         0    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         1    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         2    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         3    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         4    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         5    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         6    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         7    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         8    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         9    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
        10    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000




Age             1982      1983      1984      1985      1986      1987      1988      1989
         0    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         1    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         2    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         3    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         4    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         5    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         6    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         7    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         8    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         9    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
        10    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000




Age             1990      1991      1992      1993      1994      1995      1996      1997
         0    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         1    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         2    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         3    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         4    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         5    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         6    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         7    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         8    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         9    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
        10    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000




Age             1998      1999      2000      2001      2002      2003      2004      2005
         0    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         1    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         2    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         3    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         4    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         5    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         6    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         7    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         8    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         9    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
        10    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000




Age             2006      2007      2008      2009      2010      2011      2012      2013
         0    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         1    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         2    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         3    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         4    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         5    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         6    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         7    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         8    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         9    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
        10    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000




Age             2014      2015      2016      2017      2018      2019      2020      2021
         0    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         1    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         2    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         3    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         4    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         5    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         6    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         7    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         8    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
         9    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
        10    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000


Species: Mackerel   



Age             1974      1975      1976      1977      1978      1979      1980      1981
         0    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
